TransactionID,DATETIME,Amount,CustomerID,MerchantID,Location,TransactionType,FraudFlag
65,2020-10-19 13:16:18,1405.39,2793,698,Houston,Mobile,1
66,2024-08-22 02:37:41,2713.94,4692,523,Los Angeles,POS,0
67,2024-10-17 13:45:06,705.48,2791,794,Houston,Wire Transfer,1
68,2024-12-06 18:48:13,4011.18,3841,761,Chicago,POS,0
69,2020-03-18 12:09:41,373.68,2243,480,Chicago,ATM,0
70,2020-03-12 19:37:56,4934.45,1594,365,New York,ATM,1
71,2025-02-07 15:46:15,3861.45,3154,442,Los Angeles,ATM,1
72,2021-11-09 17:59:58,994.38,1580,678,New York,Online,1
73,2020-07-07 16:14:58,28.61,3656,363,Houston,Online,1
74,2021-03-19 10:12:50,4077.49,2747,523,Houston,Mobile,1
75,2024-12-28 04:03:12,3534.58,4357,767,Miami,Mobile,0
76,2020-09-26 09:45:00,3645.31,4820,750,New York,POS,0
77,2024-09-21 16:52:54,3856.58,3055,839,New York,ATM,0
78,2024-02-10 05:14:32,371.15,3853,833,New York,Mobile,1
79,2020-07-10 16:00:48,1792.97,3236,958,New York,ATM,1
80,2023-06-11 18:39:34,580.23,1080,897,Chicago,POS,1
81,2023-09-14 12:34:12,4315.65,3155,407,Miami,Online,0
82,2024-02-08 20:12:36,3116.87,2344,514,Los Angeles,Mobile,1
83,2023-01-26 19:31:25,1655.16,2602,503,Los Angeles,Wire Transfer,0
84,2024-03-25 17:37:58,318.73,3733,438,Los Angeles,Wire Transfer,1
85,2021-08-21 17:15:41,1555.6,1345,926,Chicago,Wire Transfer,0
86,2023-08-11 10:41:40,1626.59,2886,423,Miami,Wire Transfer,1
87,2021-11-06 16:25:19,3648.3,3375,287,Miami,Wire Transfer,0
88,2023-08-20 08:12:54,3188.15,1554,736,Chicago,Wire Transfer,0
89,2024-04-20 03:06:58,4436.18,4770,628,New York,Wire Transfer,1
90,2020-12-26 22:13:29,2361.6,1301,419,Houston,Mobile,1
91,2020-09-20 03:21:51,598.85,1199,474,New York,Wire Transfer,0
92,2021-05-12 09:51:36,3566.51,3940,846,Los Angeles,Wire Transfer,1
93,2022-02-28 18:31:46,3804.16,4490,944,New York,POS,1
94,2023-05-22 09:28:33,2806.82,2062,265,Chicago,Mobile,0
95,2020-05-15 12:19:58,3855.06,4803,791,Los Angeles,POS,0
96,2022-10-10 02:28:37,2469.48,1306,622,Houston,ATM,0
97,2023-05-21 15:30:15,2614.14,4075,454,Los Angeles,Wire Transfer,0
98,2024-10-13 04:27:21,2138.28,2656,324,New York,Online,1
99,2022-05-01 18:28:05,128.07,2871,345,Miami,Wire Transfer,0
100,2022-11-23 21:10:29,540.35,4148,814,Miami,Wire Transfer,1
101,2023-09-14 09:21:30,158.11,3515,584,Miami,POS,1
102,2020-02-17 20:10:12,3182.42,3226,646,Los Angeles,ATM,1
103,2021-01-09 13:02:49,1572.47,3692,586,Miami,POS,1
104,2022-04-01 20:00:38,2543.34,2846,582,Chicago,Mobile,1
105,2023-07-16 15:01:40,4537.92,2764,476,Houston,ATM,0
106,2024-11-29 04:33:03,1247.21,1275,581,Miami,ATM,1
107,2022-12-18 16:20:46,2052.5,2175,323,Chicago,ATM,1
108,2020-12-01 19:53:23,3778.0,4235,466,Chicago,POS,0
109,2022-05-05 10:57:35,1144.76,4361,989,Los Angeles,Wire Transfer,1
110,2022-08-06 07:38:02,385.82,2401,310,Los Angeles,Wire Transfer,0
111,2022-09-27 01:16:02,1449.47,3668,580,Houston,Wire Transfer,0
112,2022-04-12 06:10:50,806.95,1637,800,Houston,Wire Transfer,1
113,2023-10-13 22:53:46,4648.56,2775,357,New York,Wire Transfer,1
114,2021-10-17 20:44:34,4040.79,4381,927,Houston,Mobile,1
115,2024-06-15 19:56:37,3167.39,1929,747,Los Angeles,Online,0
116,2023-02-02 21:23:22,4357.43,4984,798,Chicago,ATM,1
117,2024-11-19 01:36:32,4018.56,4460,317,New York,Online,1
118,2021-09-01 10:52:48,933.66,2880,527,Houston,Mobile,0
119,2021-05-19 07:49:38,4462.9,4729,893,Chicago,Wire Transfer,0
120,2021-09-25 20:20:02,2697.17,4835,267,Los Angeles,Mobile,1
121,2024-12-01 15:48:48,4037.39,1182,633,Miami,Mobile,0
122,2022-07-25 12:54:57,4480.56,2844,558,New York,Online,0
123,2020-07-28 11:08:08,1590.7,4377,870,Chicago,ATM,0
124,2021-06-26 09:39:53,551.15,1071,996,Los Angeles,POS,1
125,2024-03-28 01:56:17,1140.45,4290,642,Los Angeles,POS,0
126,2022-10-06 15:02:40,2136.11,3766,363,New York,ATM,0
127,2020-07-30 18:18:09,4090.26,4244,560,New York,Wire Transfer,0
128,2024-06-12 18:45:02,4303.79,2676,784,Houston,Mobile,0
129,2020-09-09 11:05:27,35.75,2295,318,Houston,Wire Transfer,0
130,2024-05-12 23:41:20,2554.23,3773,394,New York,Mobile,0
131,2021-04-11 11:40:49,2087.64,4539,800,New York,POS,0
132,2021-12-18 07:32:26,1111.32,3316,787,Chicago,ATM,0
133,2021-02-09 08:16:08,600.21,2043,932,Houston,Online,1
134,2021-11-10 08:36:55,1688.74,3625,850,Los Angeles,Online,0
135,2023-01-01 07:39:23,4714.61,4042,440,Houston,ATM,1
136,2021-01-22 18:52:29,1616.69,1814,708,Houston,POS,1
137,2022-01-23 09:47:01,2594.43,2526,865,New York,Mobile,0
138,2022-07-11 01:27:11,3515.39,3194,764,New York,Online,0
139,2021-07-22 11:03:28,1818.78,4500,341,Houston,POS,1
140,2020-05-17 19:21:37,4858.94,4236,230,Miami,ATM,1
141,2022-05-29 17:31:06,4812.27,3937,422,Miami,Wire Transfer,0
142,2024-01-17 07:41:46,1259.66,1309,465,Houston,POS,0
143,2023-07-14 00:09:12,2486.75,3565,481,Miami,POS,0
144,2022-09-18 16:44:51,1505.09,3061,987,Houston,Wire Transfer,1
145,2020-12-02 06:33:42,1424.92,1131,580,New York,POS,1
146,2022-04-20 20:49:07,185.4,2877,755,New York,Online,0
147,2024-07-13 22:11:45,3048.21,3802,261,New York,Online,0
148,2021-05-20 11:07:47,2513.89,3486,912,Los Angeles,Online,0
149,2022-05-21 02:03:19,258.34,3790,720,New York,POS,1
150,2024-08-03 09:54:52,1393.95,1739,270,New York,POS,0
151,2022-10-10 11:21:39,4541.42,4745,801,Houston,POS,1
152,2024-01-28 03:41:08,1198.57,1794,735,Miami,ATM,0
153,2020-04-05 04:26:47,725.33,3310,339,Miami,Wire Transfer,1
154,2021-05-28 05:40:25,2447.77,3690,515,New York,POS,0
155,2023-08-30 09:39:55,4928.27,4296,539,New York,Wire Transfer,1
156,2024-02-11 11:01:25,1211.03,1257,789,New York,Mobile,0
157,2020-03-22 14:42:53,3361.01,2257,925,Houston,Online,1
158,2025-01-13 18:30:56,3808.34,4407,727,Houston,ATM,0
159,2022-12-07 12:43:22,1188.95,3456,740,Houston,Wire Transfer,1
160,2022-06-09 02:07:56,3641.35,2851,615,Miami,Online,0
161,2022-08-05 02:57:20,1839.55,1974,666,Los Angeles,ATM,0
162,2023-11-29 13:09:48,3161.9,2047,574,Miami,Online,0
163,2022-02-21 12:40:06,3168.02,1270,490,Houston,POS,0
164,2024-01-28 15:57:36,2679.34,2118,242,Chicago,POS,0
165,2022-07-23 07:55:22,452.36,1141,252,Los Angeles,Online,0
166,2022-10-03 12:03:41,4176.68,4765,987,New York,ATM,0
167,2024-02-24 11:53:39,1604.58,4789,431,Miami,Online,0
168,2024-01-27 12:32:17,933.41,1901,411,Los Angeles,Mobile,0
169,2024-01-18 06:08:07,204.83,4021,207,Chicago,ATM,0
170,2024-09-11 20:43:18,2954.87,4152,833,Los Angeles,ATM,0
171,2022-05-27 07:08:42,3388.14,1273,682,Miami,Online,0
172,2020-01-18 12:41:23,83.92,3323,241,Houston,Wire Transfer,1
173,2024-11-26 12:47:06,2560.95,4954,532,New York,Online,0
174,2020-06-04 03:27:18,1133.25,1464,432,Houston,Wire Transfer,1
175,2022-07-13 14:27:33,3226.22,2231,269,Houston,ATM,0
176,2022-05-23 10:35:42,872.66,2319,215,Miami,POS,1
177,2024-01-24 20:30:20,3455.0,4110,268,Houston,POS,0
178,2024-06-11 12:35:50,1934.29,1287,252,Houston,Online,1
179,2021-09-07 23:51:35,4683.71,4195,884,Miami,Wire Transfer,0
180,2022-09-24 05:31:40,688.47,1875,973,Miami,Online,0
181,2020-01-18 10:30:03,1705.99,2992,578,Chicago,Mobile,0
182,2021-02-10 18:33:00,568.25,4354,662,Houston,Online,0
183,2020-08-24 17:14:45,4623.54,3925,726,Los Angeles,Online,0
184,2020-11-15 12:08:57,4386.82,3227,981,New York,Online,0
185,2020-10-10 12:28:22,1290.45,2120,878,New York,Online,1
186,2020-11-09 16:37:54,3300.26,2214,262,Miami,Wire Transfer,0
187,2022-10-26 04:06:06,4086.29,4145,460,Miami,Wire Transfer,0
188,2020-01-23 03:40:49,2776.45,1446,699,Chicago,Wire Transfer,1
189,2021-10-18 01:53:57,2648.72,3832,320,Houston,Mobile,1
190,2024-04-28 13:47:36,1210.02,4568,439,Miami,Mobile,0
191,2020-03-14 22:47:15,466.42,3608,664,Miami,Online,1
192,2022-10-02 14:07:09,4486.18,3531,306,New York,Wire Transfer,0
193,2021-06-06 15:16:39,4502.19,3896,379,Houston,Mobile,0
194,2021-05-10 08:42:58,3165.87,1721,215,Chicago,POS,0
195,2021-10-11 13:25:01,1695.81,3163,554,Miami,Online,0
196,2022-07-25 08:11:36,1746.7,3582,508,Miami,ATM,0
197,2023-05-14 19:01:43,3630.05,4169,926,Miami,Wire Transfer,0
198,2023-12-07 12:05:42,4485.65,2351,788,New York,Online,0
199,2021-11-28 00:08:22,4435.55,4980,936,Miami,Online,0
200,2024-01-24 19:45:20,3899.6,1406,804,Miami,ATM,1
201,2024-09-20 01:50:14,3210.52,4384,380,New York,POS,1
202,2020-04-09 14:00:21,421.62,2725,373,Miami,Mobile,1
203,2022-01-06 19:50:54,808.98,1693,553,Houston,Mobile,1
204,2023-10-08 12:07:32,4492.87,4219,553,Houston,ATM,1
205,2021-05-21 19:44:26,3032.54,4413,418,New York,ATM,1
206,2022-04-23 18:09:04,46.98,1494,854,Houston,Mobile,0
207,2024-06-17 01:36:39,508.26,1947,514,Chicago,POS,0
208,2021-07-26 17:56:45,3317.85,1022,633,Miami,POS,0
209,2024-10-30 03:14:51,26.3,2128,481,Chicago,Online,0
210,2024-02-25 00:34:13,804.88,2698,458,Houston,ATM,0
211,2024-07-29 14:48:14,2744.12,4650,758,New York,ATM,0
212,2024-02-28 07:07:32,3459.78,4873,204,New York,ATM,1
213,2023-04-13 05:07:52,3260.15,4872,773,Chicago,Mobile,0
214,2022-05-31 21:39:26,1122.12,1557,795,Houston,Mobile,0
215,2021-07-30 02:48:19,3561.18,2616,844,Miami,Mobile,0
216,2020-05-06 18:40:42,1187.01,1940,593,Houston,POS,1
217,2020-03-14 06:25:11,1627.67,4730,535,Houston,Mobile,0
218,2020-11-03 18:10:29,3732.71,2245,262,New York,Online,0
219,2020-08-09 10:57:44,3248.51,3902,992,Los Angeles,Mobile,1
220,2024-11-22 14:54:11,4246.27,4086,243,Miami,POS,1
221,2025-02-11 10:53:50,3288.41,3938,352,Miami,ATM,1
222,2020-01-02 15:20:54,2841.97,2656,981,New York,Online,1
223,2024-03-24 11:46:14,469.28,1077,882,Houston,POS,0
224,2024-03-17 12:43:17,1839.21,2345,355,New York,Wire Transfer,1
225,2024-09-07 20:00:18,1326.75,1806,677,Houston,ATM,0
226,2024-02-22 22:56:24,1220.7,4312,474,Los Angeles,Mobile,1
227,2023-12-16 12:57:11,4865.08,2041,557,Los Angeles,POS,0
228,2024-06-25 21:24:23,1966.1,1767,625,Chicago,Wire Transfer,0
229,2022-09-27 23:48:36,4460.34,1453,731,Houston,POS,0
230,2021-02-06 07:56:59,3156.06,4514,682,New York,Mobile,0
231,2021-08-19 19:32:12,3974.26,3975,413,New York,POS,0
232,2024-04-08 14:05:18,2513.68,3324,278,New York,Wire Transfer,0
233,2024-01-07 17:03:44,2884.94,2447,338,Chicago,POS,1
234,2024-04-30 09:32:24,2463.1,2499,297,Miami,Online,0
235,2023-07-06 19:59:54,977.02,2050,863,New York,Online,0
236,2022-11-07 00:38:44,3612.54,3561,397,Los Angeles,Mobile,1
237,2023-01-04 20:16:40,1404.58,2888,984,New York,Wire Transfer,1
238,2024-10-29 16:55:33,122.56,3511,355,New York,Wire Transfer,0
239,2021-11-18 13:28:35,3227.72,3854,249,New York,Wire Transfer,0
240,2022-05-30 16:47:59,886.38,3871,678,Miami,Wire Transfer,1
241,2021-01-02 17:36:53,4702.35,1362,427,New York,Wire Transfer,0
242,2024-02-23 10:32:51,4769.69,4454,656,Miami,ATM,0
243,2021-03-07 08:51:49,4574.41,3798,721,Miami,POS,0
244,2021-01-18 06:59:25,1851.42,1524,348,Chicago,Wire Transfer,1
245,2024-06-18 15:53:20,78.27,4453,257,Los Angeles,Online,0
246,2021-02-06 13:50:37,4641.66,4255,361,New York,POS,0
247,2022-05-11 16:56:01,2141.49,2217,676,New York,Mobile,1
248,2020-07-03 08:01:34,4833.31,2485,306,New York,Mobile,0
249,2023-08-26 10:40:11,4818.14,3103,626,Miami,Wire Transfer,0
250,2023-07-14 18:05:43,4265.19,2253,594,Houston,ATM,0
251,2020-08-31 03:30:39,1472.95,3536,385,Los Angeles,ATM,1
252,2024-07-01 09:14:16,1926.1,4099,757,New York,POS,1
253,2023-03-03 17:30:35,4255.83,2855,645,Houston,ATM,1
254,2024-08-02 03:03:53,1585.29,4654,840,Houston,Mobile,0
255,2023-10-22 06:18:40,848.29,1721,647,Houston,Wire Transfer,0
256,2020-01-24 04:16:56,2784.45,2983,286,Los Angeles,Online,0
257,2023-09-02 16:08:28,4680.84,2207,448,Houston,Mobile,0
258,2020-03-21 06:11:41,3480.45,2448,639,New York,Mobile,1
259,2020-01-07 02:06:37,2850.74,2398,456,New York,POS,0
260,2024-10-06 13:50:53,486.79,4939,476,Chicago,ATM,1
261,2020-11-29 18:49:55,3075.42,3088,989,Miami,Online,0
262,2021-12-12 00:12:16,4950.28,2507,637,Houston,Online,0
263,2023-03-10 09:15:31,701.28,2003,715,Miami,ATM,1
264,2024-03-27 05:42:14,2592.13,3307,776,Miami,Wire Transfer,0
265,2021-07-18 14:28:50,4386.99,3488,401,Miami,ATM,1
266,2021-02-01 13:04:20,3704.1,1925,774,Miami,Wire Transfer,0
267,2021-11-08 10:46:45,3485.38,1855,854,Miami,Online,1
268,2021-01-03 15:14:30,3512.72,1083,955,New York,POS,1
269,2024-02-08 07:20:26,1798.1,3093,996,Los Angeles,Mobile,0
270,2020-12-02 16:25:07,1468.67,3487,379,Houston,Online,0
271,2023-08-23 20:06:45,4047.0,4742,885,Houston,Online,0
272,2024-01-29 14:10:29,4050.76,4927,524,New York,Online,1
273,2020-10-02 02:22:18,4335.49,2542,822,New York,Mobile,0
274,2022-01-06 07:37:00,4566.29,1985,886,Miami,Wire Transfer,0
275,2022-08-12 15:45:40,2557.2,2868,674,Los Angeles,POS,1
276,2021-04-10 16:10:07,2508.08,4509,864,Houston,POS,1
277,2020-11-10 07:34:21,3991.68,1135,599,Chicago,POS,1
278,2023-03-04 10:50:34,3250.17,2206,416,New York,Wire Transfer,0
279,2023-12-25 21:54:10,3510.13,2732,652,Chicago,ATM,0
280,2020-06-02 14:26:56,3979.17,2195,603,Houston,ATM,1
281,2023-09-03 18:26:04,4450.14,1908,439,New York,POS,0
282,2020-11-28 20:15:46,1690.64,3908,937,Houston,Online,1
283,2022-03-07 13:37:02,1878.54,3835,385,New York,Online,1
284,2020-11-03 05:58:06,470.82,1589,247,Houston,Mobile,0
285,2020-10-24 14:30:35,2891.82,2951,585,Chicago,ATM,0
286,2024-01-11 08:35:31,180.68,1955,407,Los Angeles,Online,0
287,2021-12-21 10:36:29,2328.52,3737,356,New York,POS,0
288,2023-07-13 10:45:54,2713.68,3586,424,Chicago,Mobile,0
289,2023-07-06 20:01:55,1433.42,2143,343,Houston,ATM,1
290,2023-03-10 12:59:41,2954.58,4352,618,Chicago,Mobile,0
291,2020-03-27 10:02:25,153.47,2331,310,New York,Online,0
292,2021-09-23 17:51:10,187.7,3755,664,Chicago,POS,0
293,2023-02-26 13:26:22,4113.18,4348,331,Houston,POS,0
294,2021-06-29 16:01:51,1801.59,2553,824,Miami,POS,0
295,2020-05-21 14:49:55,636.18,3342,800,Los Angeles,Online,0
296,2022-07-05 04:28:33,2611.69,2806,872,Los Angeles,Wire Transfer,0
297,2021-04-30 15:08:31,3850.2,3100,533,Miami,POS,0
298,2021-02-13 13:35:04,1079.89,1805,274,New York,Wire Transfer,0
299,2022-01-12 14:53:56,3114.83,2455,992,Chicago,POS,1
300,2021-04-12 02:29:17,427.65,1051,611,Chicago,Wire Transfer,0
301,2022-05-20 04:48:11,259.36,3775,718,Miami,ATM,0
302,2020-12-29 23:39:00,2657.24,1071,824,Miami,ATM,1
303,2024-02-18 03:36:18,2703.63,1027,235,Houston,POS,1
304,2023-02-08 14:14:43,3187.51,1468,977,Houston,Mobile,0
305,2020-04-17 07:28:56,3630.73,4983,824,Los Angeles,Mobile,0
306,2023-12-24 22:11:58,4879.28,1763,422,New York,Online,1
307,2023-06-25 21:38:13,2581.99,3933,922,New York,ATM,0
308,2024-02-04 00:08:00,1615.46,3959,729,Miami,ATM,0
309,2021-12-02 21:22:02,3976.14,3594,440,Los Angeles,Mobile,0
310,2023-08-09 14:41:01,1354.89,2424,333,Los Angeles,POS,1
311,2021-11-26 22:31:35,2195.42,3248,931,Houston,Online,0
312,2021-01-10 03:17:16,393.2,4832,590,Chicago,ATM,0
313,2023-03-28 12:06:38,127.73,4682,301,New York,Online,0
314,2020-07-01 13:37:34,4813.28,1819,851,Los Angeles,ATM,0
315,2024-02-22 05:07:40,4180.06,2489,880,Houston,Wire Transfer,0
316,2022-07-05 21:07:22,3480.18,2675,697,Houston,Wire Transfer,1
317,2021-04-29 21:06:49,2045.36,4666,710,Houston,Online,0
318,2021-12-23 20:25:46,867.3,1559,902,Chicago,Mobile,1
319,2023-12-18 10:46:13,783.03,4861,736,Los Angeles,Mobile,0
320,2023-12-27 02:10:41,1251.96,1378,744,Miami,ATM,0
321,2021-01-27 09:11:56,2746.58,4831,542,Miami,Wire Transfer,0
322,2021-11-01 15:52:54,3573.27,2918,205,Houston,Wire Transfer,0
323,2024-04-21 00:32:03,3301.33,4248,393,Houston,Online,0
324,2023-11-13 01:08:39,1400.39,2075,941,Chicago,Online,1
325,2022-02-13 22:12:54,4774.37,1078,336,Houston,Mobile,0
326,2020-08-09 20:57:52,3689.75,2408,672,Los Angeles,Mobile,0
327,2024-09-30 23:12:17,2772.22,1833,415,Houston,Mobile,1
328,2023-11-24 17:48:59,3058.99,4647,548,Houston,POS,0
329,2024-10-07 12:57:46,2098.58,2031,382,Los Angeles,Wire Transfer,0
330,2024-05-30 09:11:01,1239.41,4285,367,New York,Wire Transfer,0
331,2021-11-06 03:49:58,1780.51,3072,993,Miami,Online,0
332,2022-05-14 17:12:24,3789.47,1449,237,Houston,Wire Transfer,1
333,2024-09-06 12:35:13,72.95,3815,874,Los Angeles,Online,0
334,2024-01-18 15:39:11,581.25,3802,670,Miami,POS,1
335,2022-04-07 23:59:00,230.97,2992,651,Chicago,Mobile,1
336,2022-01-03 11:46:01,204.6,4528,689,New York,POS,0
337,2020-08-22 22:48:35,4277.45,2484,341,Houston,Mobile,0
338,2020-12-08 10:27:46,3518.59,3245,959,New York,Mobile,1
339,2024-07-27 12:46:58,2371.39,4165,302,Houston,Online,1
340,2022-07-29 22:31:47,490.07,2742,910,Houston,Mobile,0
341,2025-01-21 21:08:08,2458.59,2970,911,Houston,POS,1
342,2023-12-10 22:44:18,2367.89,3484,241,New York,ATM,1
343,2020-02-03 23:59:14,866.84,2550,346,Chicago,Online,0
344,2023-09-21 08:54:23,2169.82,1689,265,Los Angeles,Mobile,1
345,2022-04-22 08:27:28,1993.13,2990,392,Los Angeles,Mobile,0
346,2020-10-19 11:02:35,3079.63,2401,497,Chicago,Wire Transfer,0
347,2025-02-21 10:18:11,3175.83,1586,237,Chicago,Online,0
348,2020-03-10 02:18:39,227.47,3151,701,Houston,Online,0
349,2023-01-02 11:44:10,1873.69,2829,852,Houston,POS,1
350,2020-09-25 16:36:48,3129.67,4751,817,Los Angeles,ATM,0
351,2022-03-02 09:33:04,2516.18,2985,627,Houston,POS,0
352,2023-06-24 17:22:54,4282.59,1626,863,Houston,POS,1
353,2020-03-21 09:24:22,3293.81,3031,551,Chicago,POS,0
354,2023-02-24 06:17:02,815.51,4110,525,New York,ATM,0
355,2020-04-17 09:11:02,353.77,3505,237,Miami,POS,0
356,2023-10-19 01:30:56,3212.45,1363,296,Miami,Online,0
357,2021-06-28 15:01:39,133.53,4856,307,Houston,ATM,1
358,2023-08-01 08:45:40,2929.29,3182,830,Houston,Mobile,0
359,2020-01-20 21:54:43,4701.21,1373,350,Miami,Wire Transfer,0
360,2020-02-19 04:48:56,2877.8,4303,273,Chicago,Wire Transfer,0
361,2023-05-21 11:14:01,1941.46,3086,256,Miami,Online,0
362,2020-05-12 10:30:32,3216.8,2987,534,Miami,Wire Transfer,0
363,2021-06-06 06:36:48,2291.81,4874,451,Miami,Wire Transfer,0
364,2023-05-11 05:19:16,2728.54,3866,966,Houston,Wire Transfer,0
365,2020-05-24 04:40:04,4707.38,3094,453,Houston,Mobile,0
366,2020-09-03 09:53:40,1931.13,3083,584,Miami,Wire Transfer,0
367,2023-05-03 12:11:06,4805.99,4903,655,Houston,POS,0
368,2022-08-16 22:54:23,4526.85,3142,458,Miami,Online,0
369,2023-11-30 16:22:03,979.76,4032,981,Chicago,Online,1
370,2022-09-04 17:18:12,347.74,2384,664,Houston,Online,1
371,2022-10-16 21:07:30,504.79,2548,233,New York,Mobile,0
372,2023-06-18 15:50:19,92.09,2169,694,Houston,Mobile,1
373,2022-06-11 13:24:08,473.12,2940,525,Chicago,Wire Transfer,1
374,2021-09-08 03:04:48,3415.35,1367,437,Chicago,POS,0
375,2023-01-28 23:18:14,356.87,1064,890,Houston,Wire Transfer,1
376,2021-02-04 08:39:15,1595.56,4299,815,Los Angeles,Online,0
377,2020-12-12 17:52:49,4224.53,1753,740,Miami,POS,1
378,2024-02-29 18:28:33,117.34,2543,938,Miami,Online,0
379,2022-03-23 14:42:49,4072.53,3035,665,Chicago,POS,1
380,2024-09-27 09:48:02,1409.99,3863,943,Houston,ATM,0
381,2022-11-13 06:40:07,591.71,2876,503,Los Angeles,Mobile,0
382,2023-11-29 19:19:21,3483.99,2578,316,New York,Mobile,1
383,2022-12-30 13:35:14,3145.09,1755,406,Miami,Online,1
384,2023-06-04 18:08:01,4387.48,3228,896,Los Angeles,Online,1
385,2020-02-25 19:49:45,3675.62,2524,680,Miami,ATM,1
386,2023-09-21 05:52:10,4017.6,1596,849,Houston,Wire Transfer,1
387,2023-06-16 13:24:27,1410.89,4226,602,Miami,POS,1
388,2020-10-23 22:05:00,888.02,3834,875,New York,ATM,0
